,Year,intersection,health,climate
0,2011,0.3482142857142857,19.464285714285715,5.035714285714286
1,2012,0.2785714285714286,21.87857142857143,6.1
2,2013,0.3467741935483871,21.427419354838708,4.629032258064516
3,2014,0.32456140350877194,15.552631578947368,4.4035087719298245
4,2015,0.13793103448275862,16.870689655172413,3.6551724137931036
5,2016,0.24166666666666667,18.508333333333333,5.266666666666667
6,2017,0.15217391304347827,14.81159420289855,4.2898550724637685
7,2018,0.6259541984732825,20.0,6.374045801526718
8,2019,0.3644067796610169,27.389830508474578,6.245762711864407
9,2020,0.552,23.936,7.992
10,2021,0.9586206896551724,28.913793103448278,7.424137931034482
